Score :	5.29686004e-05
Parameters:
Name	Value	SE
Vmax	1.04822677e-05	N/A
KmNADPH	0.00329366488	N/A
KmMG	0.778790145	N/A

Time courses used:
10.txt
1.txt
2.txt
3.txt
4.txt



Time course 10.txt
time	NADPH	pred_NADPH	MG	pred_MG
7.000000000e+02	6.247454400e-02	6.274204204e-02	NAN	4.972758040e-01
7.200000000e+02	6.252411600e-02	6.266442534e-02	NAN	4.971981873e-01
7.400000000e+02	6.234860700e-02	6.258682084e-02	NAN	4.971205828e-01
7.600000000e+02	6.228563800e-02	6.250922853e-02	NAN	4.970429905e-01
7.800000000e+02	6.225482300e-02	6.243164844e-02	NAN	4.969654104e-01
8.000000000e+02	6.224008600e-02	6.235408058e-02	NAN	4.968878426e-01
8.200000000e+02	6.211280800e-02	6.227652494e-02	NAN	4.968102869e-01
8.400000000e+02	6.200160800e-02	6.219898155e-02	NAN	4.967327435e-01
8.600000000e+02	6.206725600e-02	6.212145040e-02	NAN	4.966552124e-01
8.800000000e+02	6.200428700e-02	6.204393152e-02	NAN	4.965776935e-01
9.000000000e+02	6.198955000e-02	6.196642491e-02	NAN	4.965001869e-01
9.200000000e+02	6.187834900e-02	6.188893057e-02	NAN	4.964226926e-01
9.400000000e+02	6.175107200e-02	6.181144853e-02	NAN	4.963452105e-01
9.600000000e+02	6.168810300e-02	6.173397878e-02	NAN	4.962677408e-01
9.800000000e+02	6.164121100e-02	6.165652135e-02	NAN	4.961902833e-01
1.000000000e+03	6.159431900e-02	6.157907623e-02	NAN	4.961128382e-01
1.020000000e+03	6.140273300e-02	6.150164344e-02	NAN	4.960354054e-01
1.040000000e+03	6.138799600e-02	6.142422298e-02	NAN	4.959579850e-01
1.060000000e+03	6.130895000e-02	6.134681488e-02	NAN	4.958805769e-01
1.080000000e+03	6.126205800e-02	6.126941913e-02	NAN	4.958031811e-01
1.100000000e+03	6.108654900e-02	6.119203575e-02	NAN	4.957257978e-01
1.120000000e+03	6.115219700e-02	6.111466475e-02	NAN	4.956484268e-01
1.140000000e+03	6.105707400e-02	6.103730614e-02	NAN	4.955710681e-01
1.160000000e+03	6.096195100e-02	6.095995992e-02	NAN	4.954937219e-01
1.180000000e+03	6.089898200e-02	6.088262611e-02	NAN	4.954163881e-01
1.200000000e+03	6.069131800e-02	6.080530472e-02	NAN	4.953390667e-01




